step,vehicle,speed,distance_to_intersection,time_to_intersection,raw_decision,final_decision,conflict
104,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
104,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
104,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
104,car3,10.09,64.565520419011,6.398961389396531,FREE,FREE,False
105,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
105,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
105,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
105,car3,12.69,77.09388084247335,6.075167915088523,FREE,FREE,False
106,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
106,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
106,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
106,car3,13.89,90.85812921960445,6.541262002851292,FREE,FREE,False
107,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
107,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
107,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
107,car3,13.89,104.65536655896864,7.5345836255556975,FREE,FREE,False
108,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
108,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
108,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
108,car3,13.89,118.47406794852091,8.529450536250605,FREE,FREE,False
109,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
109,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
109,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
109,car3,13.89,132.3075081970872,9.525378559905485,FREE,FREE,False
110,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
110,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
110,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
110,car3,13.89,146.1515022048926,10.522066393440792,FREE,FREE,False
111,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
111,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
111,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
112,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
112,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
112,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
113,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
113,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
113,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
114,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
114,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
114,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
115,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
115,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
115,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
116,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
116,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
116,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
117,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
117,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
117,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
118,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
118,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
118,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
119,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
119,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
119,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
120,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
120,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
120,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
121,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
121,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
121,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
122,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
122,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
122,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
123,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
123,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
123,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
124,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
124,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
124,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
125,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
125,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
125,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
126,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
126,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
126,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
127,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
127,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
127,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
128,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
128,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
128,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
129,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
129,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
129,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
130,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
130,car1,4.7748263676261615e-15,19.62423205524667,inf,PROCEED,PROCEED,False
130,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
131,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
131,car1,2.600000000000005,17.318755845991706,6.6610599407660285,PROCEED,PROCEED,False
131,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
132,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
132,car1,5.200000000000005,13.11038645247213,2.5212281639369456,PROCEED,PROCEED,False
132,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
133,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
133,car1,7.800000000000004,9.538989391255987,1.222947357853331,PROCEED,PROCEED,False
133,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
134,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
134,car1,10.400000000000004,13.426687747973482,1.2910276680743729,PROCEED,PROCEED,False
134,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
135,car0,0.0,35.24576682991362,inf,WAIT,WAIT,False
135,car1,13.000000000000004,23.833879565727734,1.8333753512098252,PROCEED,PROCEED,False
135,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
136,car0,0.0,35.24576682991362,inf,PROCEED,PROCEED,False
136,car1,13.032987,35.863618543364105,2.751757409361653,WAIT,WAIT,False
136,car2,0.0,35.99419456403629,inf,WAIT,WAIT,False
137,car0,2.6,37.72002580847449,14.507702234028649,WAIT,WAIT,False
137,car1,8.532987,44.049618871015156,5.162274227186231,WAIT,WAIT,False
137,car2,0.0,35.99419456403629,inf,PROCEED,PROCEED,False
138,car0,0.0,37.72002580847449,inf,PROCEED,PROCEED,False
138,car1,4.032987,47.960611635734885,11.89208188266783,FREE,FREE,True
138,car2,2.6,38.473692167368085,14.797573910526186,WAIT,WAIT,False
139,car0,2.6,40.21015786143991,15.465445331323043,WAIT,WAIT,False
139,car1,6.632987,54.43155730899876,8.206190862276491,FREE,FREE,False
139,car2,0.0,38.473692167368085,inf,PROCEED,PROCEED,False
140,car0,0.0,40.21015786143991,inf,PROCEED,PROCEED,False
140,car1,9.232987,63.494445164064224,6.876912657200127,FREE,FREE,False
140,car2,2.6,40.96813291039139,15.75697419630438,WAIT,WAIT,False
141,car0,2.6,42.713386943421504,16.42822574746981,WAIT,WAIT,False
141,car1,11.832987,75.16964431890504,6.352550232574839,FREE,FREE,False
141,car2,0.0,40.96813291039139,inf,PROCEED,PROCEED,False
142,car0,0.0,42.713386943421504,inf,PROCEED,PROCEED,False
142,car1,13.032987,88.07721116367384,6.758021868944843,FREE,FREE,False
142,car2,2.6,43.4749447134321,16.72113258208927,WAIT,WAIT,False
143,car0,2.6,45.22753844508429,17.39520709426319,FREE,FREE,False
143,car1,13.032987,101.0166418615418,7.750843445293224,FREE,FREE,False
143,car2,0.0,43.4749447134321,inf,PROCEED,PROCEED,False
144,car0,5.2,50.28204843786315,9.669624699589068,FREE,FREE,False
144,car2,2.6,45.99210475730432,17.68927106050166,FREE,FREE,False
145,car0,7.800000000000001,57.912148917270706,7.424634476573167,FREE,FREE,False
145,car2,5.2,51.05134082317311,9.817565542917906,FREE,FREE,False
146,car0,10.4,68.14550352962769,6.5524522624642,FREE,FREE,False
146,car2,7.800000000000001,58.68635095434976,7.523891147993559,FREE,FREE,False
147,car0,13.0,80.99694155101068,6.23053396546236,FREE,FREE,False
147,car2,10.4,68.92386141223056,6.627294366560631,FREE,FREE,False
148,car0,13.89,94.77302571112577,6.823112002240876,FREE,FREE,False
148,car2,13.0,81.77843109726575,6.29064854594352,FREE,FREE,False
149,car0,13.89,108.57816364769866,7.817002422440508,FREE,FREE,False
149,car2,13.89,95.55653305798567,6.879520018573483,FREE,FREE,False
150,car2,13.89,109.36294534133701,7.873502184401512,FREE,FREE,False
151,car2,13.89,123.18814960758732,8.868837264765105,FREE,FREE,False
152,car2,13.89,137.02645795644378,9.865115763602864,FREE,FREE,False
