step,vehicle,speed,route,distance_to_intersection,in_control_zone,raw_decision,final_decision
74,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
74,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
74,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
75,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
75,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
75,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
75,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
76,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
76,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
76,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
76,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
77,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
77,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
77,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
77,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
78,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
78,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
78,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
78,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
79,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
79,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
79,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
79,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
80,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
80,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
80,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
80,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
81,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
81,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
81,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
81,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
82,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
82,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
82,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
82,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
83,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
83,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
83,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
83,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
84,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
84,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
84,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
84,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
85,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
85,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
85,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
85,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
86,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
86,car1,0.0,S_N,35.35773550515821,True,WAIT,WAIT
86,car2,0.0,E_W,20.561240390005157,True,PROCEED,PROCEED
86,car3,4.7748263676261615e-15,W_E,21.13095244824849,True,PROCEED,PROCEED
87,car0,0.0,N_S,35.24576682991362,True,WAIT,WAIT
